order_id,date,time,name,category,size,price_unit,quantity,total_price
85,2015-01-02,13:34:49,The Italian Supreme Pizza,Supreme,L,20,1,20
85,2015-01-02,13:34:49,The Greek Pizza,Classic,M,16,1,16
86,2015-01-02,13:40:31,The Hawaiian Pizza,Classic,L,16,1,16
87,2015-01-02,14:01:02,The Italian Capocollo Pizza,Classic,M,16,1,16
87,2015-01-02,14:01:02,The Mexicana Pizza,Veggie,M,16,1,16
87,2015-01-02,14:01:02,The Spinach Supreme Pizza,Supreme,L,20,1,20
87,2015-01-02,14:01:02,The Spinach Supreme Pizza,Supreme,S,12,1,12
88,2015-01-02,14:10:08,The Five Cheese Pizza,Veggie,L,18,1,18
89,2015-01-02,14:30:19,The Soppressata Pizza,Supreme,L,20,1,20
89,2015-01-02,14:30:19,The Thai Chicken Pizza,Chicken,L,20,1,20
90,2015-01-02,15:08:48,The Sicilian Pizza,Supreme,L,20,1,20
90,2015-01-02,15:08:48,The Thai Chicken Pizza,Chicken,S,12,1,12
91,2015-01-02,15:14:43,The Barbecue Chicken Pizza,Chicken,L,20,2,40
91,2015-01-02,15:14:43,The Chicken Pesto Pizza,Chicken,S,12,1,12
91,2015-01-02,15:14:43,The Pepperoni Pizza,Classic,S,97,1,97
92,2015-01-02,15:17:02,The Barbecue Chicken Pizza,Chicken,M,16,1,16
92,2015-01-02,15:17:02,The Italian Supreme Pizza,Supreme,L,20,1,20
92,2015-01-02,15:17:02,The Italian Supreme Pizza,Supreme,M,16,1,16
92,2015-01-02,15:17:02,The Italian Vegetables Pizza,Veggie,S,12,1,12
92,2015-01-02,15:17:02,The Pepperoni Pizza,Classic,M,12,1,12
92,2015-01-02,15:17:02,The Pepper Salami Pizza,Supreme,M,16,1,16
92,2015-01-02,15:17:02,The Spinach and Feta Pizza,Veggie,S,12,1,12
92,2015-01-02,15:17:02,The Spinach Supreme Pizza,Supreme,S,12,1,12
92,2015-01-02,15:17:02,The Greek Pizza,Classic,M,16,2,32
93,2015-01-02,15:29:31,The Sicilian Pizza,Supreme,M,16,1,16
94,2015-01-02,16:17:16,The Italian Capocollo Pizza,Classic,M,16,1,16
94,2015-01-02,16:17:16,The Southwest Chicken Pizza,Chicken,S,12,1,12
95,2015-01-02,16:18:04,The Napolitana Pizza,Classic,S,12,1,12
95,2015-01-02,16:18:04,The Pepper Salami Pizza,Supreme,L,20,1,20
96,2015-01-02,16:21:20,The Napolitana Pizza,Classic,S,12,1,12
97,2015-01-02,16:45:33,The Big Meat Pizza,Classic,S,12,1,12
98,2015-01-02,17:18:18,The Classic Deluxe Pizza,Classic,L,20,1,20
98,2015-01-02,17:18:18,The Napolitana Pizza,Classic,L,20,1,20
99,2015-01-02,17:45:42,The Italian Supreme Pizza,Supreme,L,20,1,20
100,2015-01-02,17:46:17,The Hawaiian Pizza,Classic,L,16,1,16
101,2015-01-02,17:51:33,The California Chicken Pizza,Chicken,L,20,1,20
101,2015-01-02,17:51:33,The Pepperoni Pizza,Classic,L,15,1,15
101,2015-01-02,17:51:33,The Soppressata Pizza,Supreme,L,20,1,20
101,2015-01-02,17:51:33,The Spicy Italian Pizza,Supreme,M,16,1,16
102,2015-01-02,17:54:04,The Barbecue Chicken Pizza,Chicken,S,12,1,12
102,2015-01-02,17:54:04,The Prosciutto and Arugula Pizza,Supreme,S,12,1,12
103,2015-01-02,18:02:09,The Spinach Supreme Pizza,Supreme,S,12,1,12
104,2015-01-02,18:02:12,The Barbecue Chicken Pizza,Chicken,M,16,1,16
104,2015-01-02,18:02:12,The Chicken Alfredo Pizza,Chicken,M,16,1,16
104,2015-01-02,18:02:12,The Italian Vegetables Pizza,Veggie,M,16,1,16
104,2015-01-02,18:02:12,The Vegetables + Vegetables Pizza,Veggie,L,20,1,20
105,2015-01-02,18:12:01,The Hawaiian Pizza,Classic,S,10,2,20
105,2015-01-02,18:12:01,The Pepperoni Pizza,Classic,L,15,1,15
105,2015-01-02,18:12:01,The Prosciutto and Arugula Pizza,Supreme,M,16,1,16
106,2015-01-02,18:12:13,The Mexicana Pizza,Veggie,L,20,1,20
106,2015-01-02,18:12:13,The Spicy Italian Pizza,Supreme,L,20,1,20
107,2015-01-02,18:25:09,The California Chicken Pizza,Chicken,L,20,1,20
107,2015-01-02,18:25:09,The Italian Supreme Pizza,Supreme,M,16,1,16
107,2015-01-02,18:25:09,The Spicy Italian Pizza,Supreme,L,20,1,20
107,2015-01-02,18:25:09,The Vegetables + Vegetables Pizza,Veggie,L,20,1,20
108,2015-01-02,18:25:25,The Classic Deluxe Pizza,Classic,L,20,1,20
108,2015-01-02,18:25:25,The Hawaiian Pizza,Classic,L,16,1,16
108,2015-01-02,18:25:25,The Spinach Supreme Pizza,Supreme,L,20,1,20
109,2015-01-02,18:27:50,The Italian Capocollo Pizza,Classic,L,20,1,20
109,2015-01-02,18:27:50,The Italian Supreme Pizza,Supreme,L,20,1,20
109,2015-01-02,18:27:50,The Pepperoni Pizza,Classic,M,12,1,12
109,2015-01-02,18:27:50,The Prosciutto and Arugula Pizza,Supreme,L,20,1,20
110,2015-01-02,18:36:19,The Big Meat Pizza,Classic,S,12,1,12
110,2015-01-02,18:36:19,The Napolitana Pizza,Classic,L,20,1,20
110,2015-01-02,18:36:19,The Soppressata Pizza,Supreme,L,20,1,20
110,2015-01-02,18:36:19,The Spicy Italian Pizza,Supreme,S,12,1,12
111,2015-01-02,18:38:01,The California Chicken Pizza,Chicken,M,16,1,16
111,2015-01-02,18:38:01,The Five Cheese Pizza,Veggie,L,18,1,18
111,2015-01-02,18:38:01,The Pepperoni Pizza,Classic,M,12,1,12
111,2015-01-02,18:38:01,The Spinach Pesto Pizza,Veggie,L,20,1,20
112,2015-01-02,18:41:40,The Pepperoni Pizza,Classic,S,97,1,97
113,2015-01-02,18:50:21,The California Chicken Pizza,Chicken,L,20,1,20
113,2015-01-02,18:50:21,The Mexicana Pizza,Veggie,L,20,1,20
113,2015-01-02,18:50:21,The Southwest Chicken Pizza,Chicken,M,16,1,16
114,2015-01-02,18:59:32,The Pepperoni Pizza,Classic,L,15,1,15
114,2015-01-02,18:59:32,The Sicilian Pizza,Supreme,S,12,1,12
115,2015-01-02,19:05:17,The Big Meat Pizza,Classic,S,12,1,12
115,2015-01-02,19:05:17,The Napolitana Pizza,Classic,L,20,1,20
115,2015-01-02,19:05:17,The Thai Chicken Pizza,Chicken,M,16,1,16
116,2015-01-02,19:18:49,The Five Cheese Pizza,Veggie,L,18,1,18
117,2015-01-02,19:23:02,The Pepper Salami Pizza,Supreme,M,16,1,16
117,2015-01-02,19:23:02,The Sicilian Pizza,Supreme,L,20,1,20
118,2015-01-02,19:26:59,The Prosciutto and Arugula Pizza,Supreme,L,20,1,20
118,2015-01-02,19:26:59,The Spinach and Feta Pizza,Veggie,S,12,1,12
119,2015-01-02,19:32:29,The Four Cheese Pizza,Veggie,M,14,1,14
120,2015-01-02,19:35:07,The Classic Deluxe Pizza,Classic,S,12,1,12
120,2015-01-02,19:35:07,The Hawaiian Pizza,Classic,S,10,1,10
120,2015-01-02,19:35:07,The Spinach and Feta Pizza,Veggie,L,20,1,20
121,2015-01-02,19:38:48,The Barbecue Chicken Pizza,Chicken,M,16,1,16
121,2015-01-02,19:38:48,The Four Cheese Pizza,Veggie,L,17,1,17
121,2015-01-02,19:38:48,The Sicilian Pizza,Supreme,L,20,1,20
121,2015-01-02,19:38:48,The Southwest Chicken Pizza,Chicken,L,20,1,20
122,2015-01-02,19:50:19,The Italian Supreme Pizza,Supreme,M,16,1,16
123,2015-01-02,20:12:09,The Italian Capocollo Pizza,Classic,S,12,1,12
124,2015-01-02,20:12:34,The Barbecue Chicken Pizza,Chicken,S,12,1,12
124,2015-01-02,20:12:34,The Sicilian Pizza,Supreme,L,20,1,20
124,2015-01-02,20:12:34,The Spicy Italian Pizza,Supreme,L,20,1,20
124,2015-01-02,20:12:34,The Greek Pizza,Classic,S,12,1,12
125,2015-01-02,20:31:06,The Greek Pizza,Classic,XL,25,1,25
126,2015-01-02,20:53:42,The Vegetables + Vegetables Pizza,Veggie,L,20,1,20
127,2015-01-02,20:58:23,The Pepperoni Pizza,Classic,M,12,1,12
128,2015-01-02,21:05:06,The Spicy Italian Pizza,Supreme,S,12,1,12
129,2015-01-02,21:13:02,The Big Meat Pizza,Classic,S,12,1,12
129,2015-01-02,21:13:02,The Greek Pizza,Classic,M,16,1,16
130,2015-01-02,21:14:55,The Hawaiian Pizza,Classic,S,10,1,10
130,2015-01-02,21:14:55,The Italian Capocollo Pizza,Classic,L,20,1,20
130,2015-01-02,21:14:55,The Mexicana Pizza,Veggie,M,16,1,16
130,2015-01-02,21:14:55,The Southwest Chicken Pizza,Chicken,S,12,1,12
131,2015-01-02,21:33:10,The Chicken Pesto Pizza,Chicken,L,20,1,20
131,2015-01-02,21:33:10,The Five Cheese Pizza,Veggie,L,18,1,18
131,2015-01-02,21:33:10,The Green Garden Pizza,Veggie,S,12,1,12
131,2015-01-02,21:33:10,The Spinach Supreme Pizza,Supreme,S,12,1,12
132,2015-01-02,21:42:45,The Pepperoni Pizza,Classic,S,97,1,97
133,2015-01-02,22:00:17,The Barbecue Chicken Pizza,Chicken,L,20,1,20
133,2015-01-02,22:00:17,The Hawaiian Pizza,Classic,L,16,1,16
133,2015-01-02,22:00:17,The Greek Pizza,Classic,S,12,1,12
134,2015-01-02,22:13:24,The Big Meat Pizza,Classic,S,12,1,12
134,2015-01-02,22:13:24,The Southwest Chicken Pizza,Chicken,L,20,1,20
134,2015-01-02,22:13:24,The Spinach Supreme Pizza,Supreme,S,12,1,12
135,2015-01-02,22:29:34,The Vegetables + Vegetables Pizza,Veggie,L,20,1,20
136,2015-01-02,22:32:49,The Five Cheese Pizza,Veggie,L,18,1,18
136,2015-01-02,22:32:49,The Pepper Salami Pizza,Supreme,S,12,1,12
137,2015-01-03,11:34:10,The Mediterranean Pizza,Veggie,L,20,1,20
137,2015-01-03,11:34:10,The Pepperoni Pizza,Classic,S,97,1,97
137,2015-01-03,11:34:10,The Spicy Italian Pizza,Supreme,M,16,1,16
138,2015-01-03,11:44:50,The California Chicken Pizza,Chicken,M,16,1,16
138,2015-01-03,11:44:50,The Four Cheese Pizza,Veggie,L,17,1,17
138,2015-01-03,11:44:50,The Italian Vegetables Pizza,Veggie,L,21,1,21
138,2015-01-03,11:44:50,The Sicilian Pizza,Supreme,M,16,1,16
139,2015-01-03,11:57:39,The Five Cheese Pizza,Veggie,L,18,1,18
140,2015-01-03,12:26:44,The Prosciutto and Arugula Pizza,Supreme,S,12,1,12
140,2015-01-03,12:26:44,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
141,2015-01-03,13:16:01,The Classic Deluxe Pizza,Classic,M,16,1,16
142,2015-01-03,13:33:59,The Green Garden Pizza,Veggie,M,16,1,16
143,2015-01-03,13:41:36,The California Chicken Pizza,Chicken,S,12,1,12
143,2015-01-03,13:41:36,The Classic Deluxe Pizza,Classic,S,12,1,12
143,2015-01-03,13:41:36,The Hawaiian Pizza,Classic,L,16,1,16
143,2015-01-03,13:41:36,The Mexicana Pizza,Veggie,M,16,1,16
143,2015-01-03,13:41:36,The Pepperoni Pizza,Classic,L,15,1,15
143,2015-01-03,13:41:36,The Prosciutto and Arugula Pizza,Supreme,S,12,1,12
143,2015-01-03,13:41:36,The Thai Chicken Pizza,Chicken,L,20,1,20
143,2015-01-03,13:41:36,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
